41959078, 339
41042120,
40624024,
41706290,
41812596,
40993478,
41429508,
40471290,
38602612,
37988954,
40646292,
35812196,
34910036,
39554630,
39330664,
38669390,
38429236,
37499678,
36431738,
38200912,
38955696,
38984112,
39684672,
40275746,
38557248,
38407214,
38192390,
38509932,
38176314,
37865166,
38605174,
40488004,
42751726,
42779066,
39310640,
38842354,
38183072,
38095352,
37954380,
39662240,
39642548,
38600572,
40188792,
38991612,
39286196,
39226292,
40003492,
39470826,
38787682,
38869982,
38648224,
38685398,
38945292,
42344352,
38676666,
38643070,
38464276,
38771156,
38569978,
38482908,
38684136,
38274270,
39436782,
38456654,
38848466,
38887452,
38243952,
38949060,
38852542,
38184004,
38390458,
38543500,
38721710,
38258950,
39437552,
38108768,
38350168,
38179790,
38189482,
37975816,
38142450,
38069370,
38211928,
37931726,
38208296,
38710154,
37934052,
38049134,
37964974,
37921454,
37987140,
38275666,
38446936,
38342220,
38574896,
37782462,
37396712,
37427658,
36905806,
37227806,
36238942,
36753262,
36141852,
37379716,
37541474,
37699396,
38169816,
38047736,
38311726,
38018866,
38282818,
38363596,
38481454,
38242400,
38425780,
38117764,
38185270,
38232966,
38462600,
38588082,
38145050,
38011350,
38313154,
37768728,
38202614,
38232188,
38307354,
37879140,
38188620,
38468720,
38417228,
38158804,
38570776,
38335822,
38221796,
38018954,
38120580,
38370058,
38378136,
38667010,
38290988,
37907186,
37948858,
37903040,
37877586,
38172326,
37930450,
38027840,
37704786,
38136070,
37816182,
38008772,
37874828,
38281466,
38409258,
38120462,
38550082,
38332888,
38020310,
37879158,
38200274,
37995530,
37914422,
38085002,
38210504,
38218578,
38397960,
38314110,
38547848,
38074086,
37969648,
38104290,
38076334,
38184814,
38103480,
38140112,
38041512,
38001182,
38144634,
38107796,
38158398,
38335652,
37966958,
37940900,
38034248,
38155626,
38058208,
38190902,
38335764,
38079678,
38452672,
38124530,
38127602,
37984438,
38193766,
38492604,
38167388,
38029518,
38282968,
38058844,
38352178,
38692864,
38213604,
37902394,
37858036,
38035668,
37946506,
38092438,
38265144,
38142472,
38420748,
38060196,
37944380,
38103890,
38579148,
38491574,
38140742,
38148910,
37757544,
37888328,
37859346,
38232224,
38071198,
38241284,
38014624,
37770228,
38014008,
38362734,
38868832,
38118162,
37721444,
37801076,
38007268,
37965834,
37846232,
38551806,
38944064,
38157580,
38619202,
37760424,
38151098,
38065142,
38232678,
38168136,
38056498,
38297462,
38229436,
38389344,
38133784,
38079420,
37696220,
37971224,
37875976,
38129060,
38137536,
37920160,
38265936,
38091502,
38046166,
38376940,
38296152,
38386054,
38321806,
38302948,
38178272,
