40822322, 395
40326472,
36322376,
36573920,
38454998,
37608822,
37411592,
37896332,
38138458,
36361788,
36935780,
36237154,
36839772,
37275346,
37258546,
38137196,
36469534,
37885786,
36922638,
38289686,
36374846,
37780356,
38065584,
37683326,
36938926,
36912906,
36665030,
36777686,
37105514,
37446384,
37596706,
38221808,
37177604,
36682718,
38729564,
46374480,
39836438,
36430162,
36049264,
36513754,
38578964,
37873534,
39283664,
38915606,
37960344,
38044960,
37327728,
37496658,
37407762,
37432284,
37496614,
37333830,
37592228,
37434264,
37644402,
37783446,
42111320,
38794664,
38643806,
37555810,
37334116,
38795996,
38082558,
38757452,
38809714,
38676444,
38759682,
38852008,
40212460,
37451630,
37232738,
37073890,
36325014,
36633700,
36705782,
36710838,
37079414,
36845678,
36501654,
37003892,
36794810,
36947306,
36912626,
37238296,
37820934,
37493976,
37411216,
36803738,
36109604,
37329076,
37420550,
37267266,
36278482,
36263194,
36796266,
36841316,
36797136,
37289570,
37347828,
36729760,
36670412,
37055318,
37217786,
36569192,
36620504,
36828340,
36486034,
36681226,
37047062,
37147990,
37075502,
36431044,
36529238,
36876856,
36605710,
37003596,
36747908,
36773218,
36843510,
36663988,
36835498,
36868264,
38807870,
40262500,
36275350,
35491640,
36426908,
36453970,
36744748,
37082850,
36970780,
37422492,
37629830,
37189644,
37034676,
36966960,
36935528,
36687108,
36794078,
36642510,
36640618,
36569906,
36877240,
36983580,
36982554,
36917280,
36919388,
36660292,
36833122,
36891752,
36905194,
36490782,
37213372,
36207112,
35337944,
35567524,
35877354,
35133582,
35385550,
34826742,
36544152,
35103152,
35185974,
34790112,
35300446,
34557658,
33985886,
32866906,
32411696,
32053828,
31982252,
31598630,
31472882,
30811786,
30643006,
31834448,
33068038,
31963074,
31478142,
31817116,
31493538,
30876916,
31441458,
30018060,
29637724,
29265762,
28998254,
29261852,
28442124,
29557682,
28304306,
27971006,
27919274,
27773156,
27503876,
27559646,
27972718,
27717232,
28163318,
27791004,
27470830,
27304504,
27186144,
26898144,
27080756,
27278910,
28016584,
28067482,
28269834,
27594928,
28035410,
28098606,
27840824,
32464578,
35520456,
34512954,
33425314,
32532570,
32302420,
32047320,
31755858,
31454068,
31278180,
30973644,
30981928,
30253396,
31508584,
31193164,
35277302,
32744890,
31901400,
31526610,
31303896,
30640122,
30603334,
30251324,
30050278,
29733766,
29780612,
29540546,
29794956,
29766618,
29030990,
28754288,
28877812,
30510338,
28685370,
28832510,
30260330,
29536948,
29459488,
29998784,
28750402,
28574234,
27997544,
27727166,
27651714,
27476720,
27530344,
27853310,
27613502,
27217328,
26975844,
27065600,
27203778,
26974902,
26891970,
27412994,
26682016,
27490004,
27806644,
28101992,
26757460,
26579240,
26467582,
26633236,
27258320,
27782680,
28553528,
27379302,
26922664,
26577062,
34108846,
32911550,
31560594,
31752594,
30719674,
30553848,
30262140,
29790116,
29372536,
29162172,
29115462,
29490782,
29175568,
28806870,
29214938,
29221616,
28603092,
28661950,
28423570,
28871418,
28852562,
29437280,
28213062,
28175790,
28286070,
27508774,
27324768,
27344806,
27259670,
27059512,
27096336,
27190214,
27476720,
27781936,
28009162,
27277896,
27732772,
26881726,
28326316,
28574308,
28435680,
